id,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
01011102,181,107,26,19,16,7,6,0,351,90,7,84,174,0,0,1,2,2,6,82,172
01011103,2795,124,531,1175,584,228,86,546,9249,2145,235,1734,2246,17,19,38,83,76,180,1632,2153
01011104,2014,206,413,620,517,179,55,182,6367,1504,133,1317,1622,2,3,3,4,6,128,1311,1614
01011105,1060,45,161,329,295,155,51,185,3800,1078,46,1040,1010,0,0,1,1,2,45,1039,1008
01011201,1461,58,146,150,611,476,10,77,5761,1231,75,1079,1333,0,0,0,0,0,75,1079,1333
01011202,413,11,71,150,96,61,16,76,1464,428,30,283,305,2,3,2,5,4,26,275,299
01011203,671,44,160,165,176,94,23,82,2253,605,45,428,506,6,21,2,5,4,37,402,496
01011204,5018,343,1149,1461,1296,505,140,951,16524,3772,182,3593,4859,19,51,16,47,32,147,3494,4808
01011301,4589,271,1196,1695,845,425,93,487,14298,3556,294,3153,4077,16,23,10,21,20,268,3109,4041
01011302,7193,266,1350,2265,2053,884,258,949,24890,5781,660,5239,6594,28,33,14,40,28,618,5166,6538
01011303,6172,632,1660,1560,1741,460,89,221,18651,3791,280,3523,5856,3,6,6,12,12,271,3505,5841
01011304,4787,25,689,1643,1793,616,11,85,16735,3098,195,3096,4785,0,0,0,0,0,195,3096,4785
01011305,4871,168,883,2190,1091,476,53,75,15641,3063,219,2982,4785,2,2,1,1,2,216,2980,4781
01011306,5215,323,1103,1406,1679,611,61,240,17124,3507,270,3385,4911,11,17,3,6,6,256,3362,4894
01011401,9673,437,2366,3490,2413,668,202,737,30580,7257,724,7037,9400,40,60,9,18,18,675,6959,9342
01011402,7467,300,1520,2891,2041,488,142,668,24137,5413,595,5310,7337,12,13,4,8,8,579,5289,7317
01022101,1913,109,670,787,242,82,17,47,5337,1193,98,1156,1870,0,0,0,0,0,98,1156,1870
01022102,3383,230,982,1348,615,145,45,147,9840,2070,222,2050,3350,2,1,2,3,4,218,2046,3344
01022103,92,10,38,25,15,3,1,0,242,61,10,54,83,1,1,2,4,4,7,49,78
01022104,10324,820,2676,3717,2157,690,189,607,31142,6754,646,6519,9943,5,5,4,6,8,637,6508,9930
01022105,2598,185,722,965,489,185,40,97,7742,1700,168,1676,2569,1,1,0,0,0,167,1675,2568
01022106,6481,244,1343,2283,1663,674,212,464,21537,4789,408,4696,6351,4,4,2,3,4,402,4690,6343
01022201,5720,306,1327,2010,1469,436,111,517,18229,4074,371,3955,5561,7,11,4,8,8,360,3937,5546
01022202,1400,62,458,434,304,107,24,84,4259,1094,88,1091,1398,0,0,0,0,0,88,1091,1398
01022203,3297,170,659,1229,942,221,64,91,10523,2215,236,2184,3254,0,0,1,2,2,235,2182,3252
01022204,3501,270,808,1340,597,312,131,316,10956,2541,228,2506,3464,4,4,5,10,10,219,2492,3450
01022205,1452,178,432,421,316,85,19,9,4117,976,100,943,1402,10,11,0,0,0,90,932,1392
01022206,1998,413,513,559,360,101,26,188,5405,1320,118,1318,1996,0,0,0,0,0,118,1318,1996
01022207,3699,566,1011,818,832,352,70,377,10927,2399,184,2225,3260,33,43,3,5,6,148,2177,3221
01033101,11785,435,2549,4940,2838,835,131,457,37123,7617,895,7504,11574,27,27,17,23,34,851,7454,11513
01033102,5686,573,1143,1912,1574,409,61,123,17425,3579,501,3398,5187,120,96,4,5,8,377,3297,5059
01033201,6196,370,1428,1880,1858,535,125,0,19723,4034,405,3962,6004,3,2,4,9,8,398,3951,5993
01033202,4642,98,751,2169,1286,301,31,51,14993,3082,286,2902,4329,13,14,1,3,2,272,2885,4314
01033203,6874,659,1545,2288,1746,508,91,285,20968,4309,425,4195,6734,2,1,2,4,4,421,4190,6728
01044101,11090,390,3062,4707,2037,653,177,496,33606,6947,1038,6871,10982,110,121,10,16,20,918,6734,10852
01044102,8880,206,1526,3870,2713,484,66,116,28652,5546,793,5303,8413,46,44,4,7,8,743,5252,8359
01044103,4411,340,1092,1605,906,361,72,274,13474,2842,295,2745,4182,4,4,1,1,2,290,2740,4176
01044201,10163,466,2469,3919,2459,692,99,463,31514,6775,730,6663,10000,1,1,6,7,12,723,6655,9987
01044202,8987,1222,2524,3210,1399,513,95,208,24839,5198,455,4880,7907,2,1,1,1,2,452,4878,7903
01044203,8508,569,2363,3597,1558,354,54,99,24511,5157,482,4991,8183,5,5,0,0,0,477,4986,8178
02010102,6495,453,1493,2215,1636,449,178,604,20545,4288,353,4159,6371,16,13,11,23,22,326,4123,6333
02010103,7140,453,1443,2761,1906,505,49,189,22254,4402,374,4342,7091,5,7,2,3,4,367,4332,7082
02010104,2167,13,481,732,646,206,53,291,7394,1614,119,1601,2157,1,1,2,3,4,116,1597,2152
02020201,915,39,258,269,219,88,28,102,2948,778,66,767,908,0,0,0,0,0,66,767,908
02020202,2927,182,561,866,741,376,140,467,10053,2303,226,2254,2873,3,2,2,4,4,221,2248,2866
02020203,6135,203,1302,2279,1454,629,178,716,20389,4725,469,4526,5919,61,70,10,16,20,398,4441,5838
02020204,6746,304,1468,2521,1604,560,211,611,21896,4813,486,4678,6567,5,5,2,2,4,479,4671,6558
02020205,8047,343,1595,2826,2194,786,218,658,26683,6015,652,5740,7651,5,25,9,16,18,638,5699,7628
02020206,10000,670,2306,3300,2428,956,225,883,31907,7285,656,7006,9657,7,4,7,10,14,642,6991,9636
02030301,3956,118,778,1422,1064,458,92,200,13238,2832,376,2662,3756,10,7,6,9,12,360,2645,3734
02030302,6625,285,1596,2249,1697,604,124,532,21308,4634,481,4493,6464,5,4,5,16,10,471,4473,6449
02030401,8269,744,2129,2945,1669,585,141,432,24716,5772,551,5623,8061,6,8,2,8,4,543,5608,8051
02030402,5711,354,1199,2009,1483,496,113,427,18296,4103,392,3911,5460,2,4,1,2,2,389,3905,5456
02040501,2836,83,287,694,1178,582,11,9,10436,1744,78,1742,2832,0,0,1,1,2,77,1740,2830
02040502,4340,168,956,1609,1176,370,49,92,13847,2834,240,2787,4258,2,3,5,16,10,233,2769,4246
02040503,6242,265,1352,2553,1433,505,100,260,19745,4200,399,4127,6148,16,24,0,0,0,383,4103,6132
02040701,7006,763,1101,2764,1743,582,33,168,21505,4370,238,4182,6582,1,1,0,0,0,237,4181,6581
02040702,6770,898,1487,2461,1529,333,39,185,19455,4473,393,4342,6603,23,26,3,5,6,367,4310,6574
02040703,697,61,396,52,141,30,16,7,1826,420,25,418,693,1,1,0,0,0,24,417,692
02050601,5411,285,1579,2291,989,221,44,14,15655,3478,318,3445,5365,3,1,1,1,2,314,3442,5360
02050602,11827,597,2905,4491,2878,772,128,456,36476,8168,698,8032,11642,5,6,7,13,14,686,8014,11623
02050801,11192,667,2989,4249,2407,726,108,362,33660,7347,732,7244,11057,9,8,6,11,12,717,7225,11036
02050802,12308,737,3292,4936,2528,633,130,418,36604,8388,712,8234,12087,6,8,0,0,0,706,8226,12081
02050803,4386,148,893,1670,1397,218,21,315,14063,3009,294,2965,4330,0,0,1,1,2,293,2964,4328
02050804,1866,41,306,674,524,176,102,315,6578,1691,240,1690,1865,94,156,4,9,8,142,1526,1763
03010102,6214,218,1073,1245,2464,1011,156,365,22311,3913,713,3827,5978,303,337,18,31,36,392,3459,5639
03010104,44,1,8,10,17,4,3,10,163,29,18,29,44,10,9,3,7,6,5,13,28
03020203,993,15,60,215,314,193,125,545,4296,951,778,947,988,697,705,42,84,84,39,157,207
03020209,6979,189,1088,2316,1730,888,418,2843,26024,6006,2093,5906,6819,1303,1655,134,260,268,656,3991,5248
03020210,5698,217,821,1866,1470,748,360,1674,20911,4609,1720,4560,5636,1229,1434,77,147,154,414,2979,4253
03020307,8056,146,1027,2121,2036,1618,759,2723,32074,7234,3839,7153,7876,3217,3670,171,300,342,451,3183,4317
03030405,5355,2,113,2196,1094,1311,533,848,21793,3975,1327,3953,5323,860,928,35,62,70,432,2964,4393
03030406,3633,34,234,552,939,956,548,2913,16895,3802,2831,3725,3535,2476,2834,242,427,484,113,464,575
03030711,3296,334,129,457,823,767,507,2191,14323,3165,2448,3071,2956,2211,2466,163,282,326,74,324,419
03030715,3755,347,283,835,887,795,383,1776,15015,3247,2015,3134,3471,1725,1981,129,222,258,161,931,1488
03030716,512,1,4,50,148,178,92,286,2479,510,484,503,506,464,468,18,29,36,2,5,6
03040508,2017,3,167,454,583,400,283,995,8724,1946,1109,1935,2005,889,1070,64,116,128,156,749,988
03040512,5043,45,415,1616,1744,711,317,1564,19720,4040,1470,3941,4941,903,1126,97,180,194,470,2635,3844
03040513,1415,25,107,302,358,352,140,1090,6267,1421,725,1403,1398,584,752,53,96,106,88,556,708
03040614,19666,426,3527,7045,5739,2311,417,1601,67229,14346,2327,14058,19241,443,575,67,133,134,1817,13350,18664
03040818,19954,476,2533,8124,6599,1982,188,395,67743,13092,1991,12911,19705,59,70,15,33,30,1917,12808,19616
03050919,2995,9,92,1652,896,260,57,221,10596,1880,544,1856,2966,151,173,29,47,58,364,1637,2757
03050920,3915,63,509,1722,1107,382,96,266,13427,2773,553,2742,3863,117,145,23,43,46,413,2554,3700
03050923,5412,194,1055,2435,1242,365,80,318,17200,3695,515,3581,5252,44,62,20,36,40,451,3483,5168
03050924,3436,102,650,1431,892,267,50,384,11282,2423,406,2298,3252,43,55,17,31,34,346,2212,3175
03050925,5124,78,788,1975,1603,542,92,342,17595,3670,605,3594,5031,61,84,14,23,28,530,3487,4942
03051017,2051,53,378,644,583,245,99,384,7276,1553,549,1468,1874,367,418,14,23,28,168,1026,1479
03051021,3950,5,584,1532,1416,373,30,71,13549,2344,431,2331,3937,60,66,11,19,22,360,2247,3855
03051022,2385,6,309,615,847,544,56,70,8983,1606,255,1601,2379,9,11,0,0,0,246,1590,2370
03061126,9129,533,2330,3463,2071,509,150,588,27899,6268,559,6114,8930,24,35,6,20,12,529,6058,8894
03061131,6175,391,1704,2350,1209,373,105,333,18513,4223,354,4169,6117,2,3,2,4,4,350,4162,6111
03061227,8671,381,1738,4015,1963,434,107,263,26829,5763,678,5680,8559,3,3,4,12,8,671,5665,8548
03061228,7914,190,2196,3076,2096,283,44,229,24102,4687,752,4627,7819,0,0,0,0,0,752,4627,7819
03061332,13344,924,3924,4734,2693,754,247,549,39547,9371,779,9086,12966,5,3,6,8,12,768,9074,12949
03061429,5950,14,1009,1829,2398,668,19,92,20657,3583,301,3531,5852,0,0,0,0,0,301,3531,5852
03061430,1657,105,125,401,714,232,46,272,6122,1050,296,1023,1548,135,158,25,46,50,136,818,1363
03061434,3826,26,682,1928,845,254,57,309,12475,2459,358,2459,3826,5,7,0,0,0,353,2452,3821
03061435,2401,158,472,855,725,169,17,39,7553,1425,158,1362,2314,0,0,0,0,0,158,1362,2314
03061441,883,8,119,362,105,127,99,468,3449,964,322,953,877,279,429,2,3,4,41,521,594
03071536,6081,296,1315,2220,1416,563,144,964,19893,4617,490,4475,5898,12,14,12,23,24,466,4438,5862
03071537,9040,378,1954,3208,2346,799,228,999,29656,7048,661,6788,8720,3,5,3,7,6,655,6776,8711
03071633,1851,11,580,514,421,232,88,44,6129,1201,59,1201,1851,0,0,0,0,0,59,1201,1851
03071638,9854,686,2483,3100,2433,901,202,380,30781,7146,539,6992,9682,5,4,5,11,10,529,6978,9667
03071639,6950,375,1406,2734,1486,697,179,562,22454,5255,521,5186,6859,62,103,1,4,2,458,5079,6795
04010102,287,2,11,88,81,47,22,329,1308,343,225,329,274,193,263,22,33,44,10,33,37
04010103,3849,1,562,1571,1347,351,2,107,13100,2488,182,2481,3842,0,0,0,0,0,182,2481,3842
04020204,71,2,15,6,10,11,27,0,307,70,10,57,53,0,0,1,2,2,9,54,51
04020205,614,7,34,119,201,102,75,623,2819,636,270,629,604,133,209,50,99,100,87,320,371
04020206,1714,5,125,544,758,191,48,344,6506,1392,116,1392,1714,51,67,5,11,10,60,1314,1653
04020207,1558,106,313,461,368,127,83,802,5522,1312,327,1291,1517,170,280,17,40,34,140,970,1313
04020208,1373,124,132,199,296,220,134,2255,6328,1618,593,1576,1317,474,784,21,55,42,98,737,801
04020209,1170,94,79,115,145,151,189,3166,6232,1408,782,1278,946,669,1024,84,161,168,29,93,109
04020310,317,107,85,61,44,11,5,37,758,185,62,100,108,54,56,1,2,2,7,41,52
04020311,8487,773,1216,2281,2042,1188,524,3803,31103,7056,929,6774,7887,189,391,42,108,84,698,6275,7614
04020312,2889,118,468,886,731,372,150,1406,10802,2551,536,2451,2751,166,320,60,166,120,310,1965,2465
04020313,3960,60,571,1493,1224,407,127,588,13962,2924,309,2848,3880,1,1,1,5,2,307,2843,3877
04020314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04030415,1715,195,827,330,251,58,29,206,4513,970,69,865,1441,1,0,0,0,0,68,865,1440
04030416,5223,362,1005,1840,1447,448,88,273,16721,3635,423,3553,5005,9,11,2,5,4,412,3538,4992
04030417,6007,139,1106,2182,1665,648,181,686,20569,4583,393,4420,5877,10,13,6,11,12,377,4396,5855
04030518,5449,140,987,2270,1396,471,142,395,18110,3646,399,3468,5164,1,1,1,2,2,397,3466,5161
04030519,3162,100,546,1360,875,216,59,47,10253,2200,220,2156,3118,7,4,1,2,2,212,2151,3109
04030620,4938,182,1200,1880,1059,462,91,505,15819,3414,303,3276,4710,13,15,1,1,2,289,3260,4695
04030621,1814,63,572,811,264,85,15,35,5246,1263,111,1235,1781,1,0,1,2,2,109,1233,1778
04030622,6063,253,1470,2130,1471,541,126,611,19539,4278,414,4114,5849,8,14,1,1,2,405,4099,5839
04030623,3109,336,724,1025,659,237,104,177,9481,2125,150,2040,2970,4,4,1,2,2,145,2034,2964
04030724,3452,151,600,1227,792,398,186,743,12049,2829,209,2733,3346,4,7,5,7,10,200,2719,3332
04030725,6337,366,1064,2011,1640,772,303,1425,22190,5241,409,5037,6031,5,3,4,7,8,400,5028,6018
04030726,3060,183,510,914,742,435,200,695,10983,2628,163,2543,2990,1,2,0,0,0,162,2541,2989
04030827,6367,444,1344,2174,1663,514,157,561,20379,4580,390,4338,6066,7,5,2,2,4,381,4331,6055
