id,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
01022106,6538,273,1347,2285,1677,682,212,464,21676,4823,411,4731,6408,4,4,2,3,4,405,4724,6400
01022201,5783,309,1359,2023,1478,441,113,510,18401,4121,373,4001,5624,7,11,4,8,8,362,3983,5609
01022202,2912,314,1030,887,485,121,64,84,8048,2143,157,2140,2910,0,0,0,0,0,157,2140,2910
01022203,3314,171,663,1236,947,221,64,91,10573,2234,236,2187,3260,0,0,1,2,2,235,2185,3258
01022204,3503,270,808,1342,597,312,131,316,10962,2542,228,2507,3466,4,4,5,10,10,219,2494,3452
01022205,1452,178,432,421,316,85,19,9,4117,976,100,943,1402,10,11,0,0,0,90,932,1392
01022206,2186,413,513,638,445,108,43,188,6119,1498,134,1496,2184,0,0,0,0,0,134,1496,2184
01022207,3777,574,1040,838,851,354,70,377,11139,2446,191,2272,3338,33,43,3,5,6,155,2224,3299
01033101,12020,476,2607,5019,2877,855,131,441,37757,7776,907,7663,11809,26,26,16,20,32,865,7617,11751
01033102,5709,574,1152,1922,1575,409,63,123,17490,3600,503,3419,5210,120,96,4,5,8,379,3318,5082
01033201,6490,389,1447,2006,1959,564,125,0,20707,4243,422,4171,6298,3,2,4,9,8,415,4160,6287
01033202,5346,667,856,2197,1288,301,31,51,15864,3342,289,3163,5034,13,14,1,3,2,275,3146,5019
01033203,7131,716,1624,2373,1781,508,92,285,21584,4492,435,4380,6991,2,1,3,5,6,430,4373,6983
01044101,11116,390,3071,4716,2045,653,179,481,33680,6965,1040,6889,11008,112,124,10,16,20,918,6750,10876
01044102,8904,206,1542,3872,2715,484,68,130,28724,5563,794,5321,8437,46,44,4,7,8,744,5270,8383
01044103,4541,403,1096,1651,916,362,73,311,13771,2908,298,2811,4311,4,4,1,1,2,293,2806,4305
01044201,10507,748,2497,3945,2466,691,100,470,31966,6887,734,6774,10344,1,1,7,9,14,726,6765,10329
01044202,9079,1248,2563,3211,1411,517,95,283,25089,5282,459,4964,7999,2,1,1,1,2,456,4962,7995
01044203,8701,591,2424,3687,1583,352,54,75,24991,5292,489,5125,8376,5,5,0,0,0,484,5120,8371
02010102,6642,495,1535,2257,1656,450,178,604,20882,4383,358,4254,6518,16,13,11,23,22,331,4218,6480
02010103,7153,453,1457,2757,1907,507,49,189,22284,4409,374,4349,7104,5,7,2,3,4,367,4339,7095
02010104,2167,13,481,732,646,206,53,291,7394,1614,119,1601,2157,1,1,2,3,4,116,1597,2152
02020201,1258,106,379,362,271,96,28,117,3799,1046,84,1035,1251,0,0,0,0,0,84,1035,1251
02020202,3000,236,569,868,744,379,143,467,10174,2329,229,2282,2948,4,4,3,5,6,222,2273,2938
02020203,6147,206,1303,2281,1456,629,182,720,20436,4741,470,4544,5933,61,70,10,16,20,399,4458,5852
02020204,6756,307,1471,2522,1601,564,211,628,21933,4822,485,4685,6573,5,5,2,2,4,478,4677,6564
02020205,8086,348,1596,2829,2203,804,221,659,26844,6041,652,5766,7690,5,25,9,16,18,638,5725,7667
02020206,10060,676,2329,3314,2439,959,228,883,32078,7326,657,7047,9717,7,4,7,10,14,643,7032,9696
02030301,3959,116,776,1423,1065,462,92,207,13266,2843,377,2674,3759,10,7,6,9,12,361,2657,3737
02030302,6655,286,1603,2261,1703,604,126,549,21412,4676,483,4546,6505,5,4,5,16,10,473,4525,6490
02030401,8367,771,2167,2957,1690,583,142,442,24945,5831,556,5684,8162,6,8,3,11,6,547,5666,8150
02030402,5724,357,1203,2014,1483,496,113,433,18328,4111,392,3919,5473,2,4,1,2,2,389,3914,5469
02040501,2956,83,307,785,1183,583,13,16,10793,1840,81,1837,2952,0,0,1,1,2,80,1836,2950
02040502,4586,214,1068,1653,1212,378,49,92,14433,2996,249,2948,4504,2,3,5,16,10,242,2930,4492
02040503,6252,266,1348,2558,1443,503,100,260,19783,4211,399,4138,6158,16,24,0,0,0,383,4114,6142
02040701,7033,763,1110,2774,1749,583,34,168,21588,4399,239,4211,6609,2,3,0,0,0,237,4208,6607
02040702,6900,976,1524,2469,1531,336,41,185,19666,4518,396,4384,6672,23,26,3,5,6,370,4353,6643
02040703,654,52,388,43,135,19,16,7,1695,390,20,387,650,1,1,0,0,0,19,387,649
02050601,5435,275,1568,2320,998,227,45,14,15782,3507,319,3474,5389,3,1,1,1,2,315,3472,5384
02050602,12179,605,3023,4590,2960,809,133,479,37583,8439,718,8302,11993,6,6,8,14,16,704,8282,11971
02050801,11624,661,3062,4395,2543,804,113,362,35202,7713,758,7610,11489,9,8,6,11,12,743,7592,11468
02050802,12458,758,3333,4984,2558,637,135,425,37028,8521,719,8368,12237,6,8,0,0,0,713,8360,12231
02050803,4960,507,991,1744,1427,227,23,329,15031,3283,300,3239,4904,0,0,1,1,2,299,3238,4902
02050804,1987,80,341,709,531,176,105,330,6853,1766,245,1765,1986,96,161,4,9,8,145,1595,1882
03010102,6225,213,1073,1247,2468,1016,157,397,22391,3923,720,3846,5998,309,347,19,34,38,392,3466,5651
03010104,44,1,8,10,17,4,3,10,163,29,18,29,44,10,9,3,7,6,5,13,28
03020203,998,15,56,213,319,195,128,552,4337,963,783,959,994,702,716,41,83,82,40,161,210
03020209,7258,225,1158,2378,1784,933,422,2901,26909,6233,2122,6133,7098,1310,1672,135,267,270,677,4193,5518
03020210,5752,217,827,1875,1482,762,364,1739,21157,4674,1748,4626,5691,1252,1469,80,152,160,416,3005,4279
03020307,8261,145,1049,2173,2080,1668,789,2785,32941,7456,3957,7365,8067,3309,3792,191,338,382,457,3235,4376
03030405,5430,5,138,2228,1100,1313,536,879,22025,4034,1343,4012,5398,868,939,35,62,70,440,3011,4460
03030406,3735,34,239,558,956,980,580,3059,17449,3943,2921,3866,3637,2557,2955,249,441,498,115,470,582
03030711,3343,335,131,466,824,784,522,2209,14552,3227,2489,3133,3003,2245,2516,170,294,340,74,322,418
03030715,3987,388,373,875,904,809,402,1857,15689,3417,2065,3299,3701,1764,2038,130,224,260,171,1037,1677
03030716,513,1,4,48,148,177,95,293,2493,515,485,508,507,465,473,18,29,36,2,5,6
03040508,2131,2,198,490,592,424,292,1038,9146,2062,1150,2051,2119,922,1119,64,116,128,164,816,1069
03040512,5353,52,474,1700,1824,762,323,1762,20906,4331,1516,4231,5246,925,1178,96,179,192,495,2874,4129
03040513,1520,29,138,351,377,352,140,1114,6580,1499,736,1488,1511,583,751,55,101,110,98,636,818
03040614,20002,467,3651,7170,5766,2319,426,1617,68111,14593,2362,14283,19528,450,588,68,136,136,1844,13559,18942
03040818,21152,1076,2824,8314,6708,1986,191,402,69976,13711,2013,13531,20903,60,71,14,33,28,1939,13427,20815
03050919,3285,46,184,1772,930,262,61,234,11360,2078,557,2036,3237,152,175,29,47,58,376,1814,3027
03050920,4071,64,567,1779,1134,394,99,251,13886,2888,565,2857,4019,116,144,23,44,46,426,2669,3857
03050923,5654,202,1136,2515,1304,375,81,317,17913,3903,545,3788,5494,55,75,19,34,38,471,3679,5401
03050924,3583,124,671,1460,925,283,70,426,11807,2550,420,2426,3400,44,56,18,33,36,358,2337,3320
03050925,5128,76,788,1968,1612,547,92,335,17626,3679,606,3603,5035,61,84,15,25,30,530,3494,4944
03051017,2109,53,387,658,611,248,100,407,7492,1614,576,1527,1930,391,453,15,25,30,170,1049,1509
03051021,4150,9,635,1598,1466,378,38,205,14260,2530,445,2508,4133,60,66,11,19,22,374,2424,4051
03051022,2458,35,341,621,848,544,56,105,9133,1655,256,1651,2452,9,11,0,0,0,247,1640,2443
03061126,9411,560,2439,3536,2121,527,154,595,28684,6515,574,6361,9212,24,35,6,20,12,544,6305,9176
03061131,6264,391,1751,2362,1226,382,107,349,18784,4308,358,4254,6206,2,3,2,4,4,354,4247,6200
03061227,8726,384,1750,4029,1979,440,112,253,27012,5823,678,5740,8614,3,3,4,12,8,671,5725,8603
03061228,7953,194,2202,3093,2103,286,46,229,24224,4714,754,4654,7858,0,0,0,0,0,754,4654,7858
03061332,13663,973,4029,4804,2765,777,247,549,40419,9614,788,9328,13285,6,4,6,8,12,776,9316,13267
03061429,5950,14,1009,1829,2398,668,19,92,20657,3583,301,3531,5852,0,0,0,0,0,301,3531,5852
03061430,1659,105,125,401,714,233,46,280,6135,1054,298,1028,1550,137,163,25,46,50,136,818,1363
03061434,3829,26,683,1930,845,254,57,309,12483,2462,358,2462,3829,5,7,0,0,0,353,2455,3824
03061435,2757,196,665,920,786,168,16,47,8413,1672,162,1609,2670,0,0,0,0,0,162,1609,2670
03061441,1082,28,201,424,138,125,102,475,3966,1131,332,1120,1076,279,430,2,3,4,51,687,793
03071536,6262,301,1362,2292,1448,582,148,980,20471,4797,502,4654,6079,13,16,12,23,24,477,4616,6042
03071537,9054,376,1931,3225,2361,807,228,992,29752,7066,664,6820,8752,5,8,3,7,6,656,6805,8741
03071633,1851,11,580,514,421,232,88,44,6129,1201,59,1201,1851,0,0,0,0,0,59,1201,1851
03071638,9888,693,2492,3111,2438,903,202,380,30869,7173,540,7019,9716,5,4,5,11,10,530,7005,9701
03071639,7054,381,1438,2761,1510,709,184,548,22777,5363,531,5294,6963,68,110,1,4,2,462,5180,6893
04010102,287,2,11,88,81,47,22,329,1308,343,225,329,274,193,263,22,33,44,10,33,37
04010103,3849,1,562,1571,1347,351,2,107,13100,2488,182,2481,3842,0,0,0,0,0,182,2481,3842
04020204,71,2,15,6,10,11,27,0,307,70,10,57,53,0,0,1,2,2,9,54,51
04020205,617,7,34,119,200,104,75,641,2843,641,273,634,607,135,213,51,102,102,87,319,370
04020206,1714,5,125,544,758,191,48,344,6506,1392,116,1392,1714,51,67,5,11,10,60,1314,1653
04020207,1557,106,313,460,367,127,84,804,5523,1311,326,1290,1516,169,280,17,41,34,140,970,1313
04020208,1380,124,133,199,297,220,134,2284,6363,1637,600,1596,1324,481,803,21,55,42,98,737,801
04020209,1218,141,79,116,146,149,208,3045,6269,1422,783,1282,947,670,1027,84,161,168,29,93,109
04020310,316,107,85,61,43,11,5,37,754,184,62,100,108,54,56,1,2,2,7,41,52
04020311,8502,776,1224,2285,2052,1187,520,3752,31094,7056,930,6776,7904,186,383,44,117,88,700,6276,7630
04020312,2895,118,468,886,736,372,150,1424,10840,2559,536,2460,2757,165,320,60,167,120,311,1973,2472
04020313,3961,60,572,1494,1222,407,128,588,13965,2925,309,2849,3881,1,1,1,5,2,307,2843,3878
04020314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04030415,2244,237,1014,510,364,63,29,236,5976,1462,93,1351,1968,3,3,3,5,6,87,1343,1959
04030416,5224,363,1006,1838,1447,448,88,286,16731,3641,423,3561,5007,9,11,2,5,4,412,3545,4994
04030417,6081,150,1138,2191,1686,648,181,694,20763,4638,395,4475,5951,10,13,6,11,12,379,4451,5929
04030518,5509,139,987,2293,1420,485,142,395,18344,3697,402,3518,5224,1,1,1,2,2,400,3516,5221
04030519,3285,100,569,1417,912,222,59,47,10648,2329,227,2289,3243,7,4,1,2,2,219,2283,3234
04030620,4946,182,1203,1884,1060,464,89,505,15839,3419,302,3281,4718,12,14,1,1,2,289,3266,4704
04030621,2112,254,607,879,269,84,15,35,5726,1425,115,1357,1985,1,0,1,2,2,113,1355,1982
04030622,6101,253,1482,2155,1470,543,126,611,19644,4306,416,4143,5887,8,14,1,1,2,407,4128,5877
04030623,3096,335,719,1025,654,238,101,177,9437,2117,150,2043,2971,4,4,1,2,2,145,2037,2965
04030724,3450,149,599,1227,793,398,186,743,12049,2829,209,2734,3344,5,9,5,7,10,199,2718,3329
04030725,6407,365,1104,2032,1646,777,301,1435,22379,5298,410,5093,6099,6,5,3,5,6,401,5083,6087
04030726,3063,182,510,918,744,431,201,702,10995,2639,163,2555,2993,1,2,0,0,0,162,2552,2992
04030827,6477,493,1396,2190,1649,521,155,575,20561,4613,392,4371,6176,7,5,2,2,4,383,4364,6165
04030828,5494,320,1154,1742,1260,618,264,1044,18612,4450,369,4298,5342,6,5,5,12,10,358,4282,5326
04030929,3359,83,525,959,953,449,231,1262,12715,3092,233,2962,3232,18,27,3,6,6,212,2929,3208
04030930,3389,123,489,906,897,509,297,1332,13066,3464,212,3143,3114,6,8,2,4,4,204,3130,3104
04030931,2034,104,290,668,497,249,109,968,7543,1950,97,1524,1646,1,5,3,4,6,93,1515,1639
04031032,9270,485,1781,3339,2086,964,391,1714,31288,7390,614,7229,9114,5,5,7,15,14,602,7209,9095
04041133,39,0,3,18,11,0,0,70,174,51,18,51,39,6,11,9,26,18,3,15,15
04041134,2798,239,434,597,615,412,242,2259,11129,3020,779,2934,2665,386,705,80,244,160,313,1985,2119
04041135,1558,32,128,404,376,240,141,2126,7176,2052,538,1911,1439,305,663,46,139,92,187,1109,1042
04041136,1763,81,179,433,424,286,149,1905,7663,2156,541,2101,1727,253,489,57,168,114,231,1444,1360
04041137,4819,267,649,1470,1559,559,198,933,17127,3646,611,3538,4731,97,157,21,48,42,493,3333,4592
04041238,3228,60,514,955,1072,374,140,924,11875,2739,405,2551,2979,80,148,14,33,28,311,2369,2871
04041239,487,10,209,173,92,2,1,0,1331,365,15,362,482,3,3,0,0,0,12,359,479
04041240,857,24,71,144,236,160,83,1180,4020,1078,358,1060,826,219,415,37,117,74,102,529,533
04041241,3849,144,548,1239,1071,556,237,421,13864,2998,561,2973,3775,145,186,10,22,20,406,2765,3610
04041342,2520,36,843,851,547,145,75,171,7809,1612,170,1603,2512,1,1,0,0,0,169,1602,2511
04041343,2023,75,273,677,540,241,137,645,7484,1614,265,1582,1984,51,107,22,58,44,192,1416,1889
04041344,5864,94,1762,1903,1147,578,225,1205,19360,4499,615,4443,5781,87,128,10,30,20,518,4286,5674
04051445,3602,258,703,1269,967,236,103,557,11694,2450,314,2388,3514,38,73,6,13,12,270,2302,3464
04051446,6171,340,1075,1851,1550,772,380,1510,21893,5156,400,5008,6014,9,14,0,0,0,391,4994,6005
04051447,3190,196,690,1054,778,298,121,405,10471,2430,205,2316,2977,4,4,0,0,0,201,2312,2973
04051448,5351,397,1104,1666,1221,529,253,1389,18039,4250,329,4030,5124,9,8,2,4,4,318,4018,5111
04051549,2381,121,433,680,833,209,61,363,8133,1687,249,1660,2345,45,75,11,25,22,193,1560,2278
04051550,3075,137,574,1081,784,354,99,359,10387,2324,183,2132,2833,1,1,3,5,6,179,2126,2826
04051551,2404,87,592,718,639,263,82,199,7987,1735,158,1680,2334,0,0,1,2,2,157,1678,2332
04051652,5418,244,1102,1866,1259,529,257,1263,18532,4343,317,4199,5211,4,4,3,7,6,310,4188,5201
04051653,3948,188,900,1209,917,416,178,1072,13503,3100,232,3056,3850,3,3,3,5,6,226,3048,3841
04051654,1819,134,345,767,377,144,35,127,5690,1262,134,1249,1806,6,8,3,5,6,125,1237,1794
04051655,4073,369,653,1537,1012,356,100,373,13087,2939,246,2835,3807,1,0,4,7,8,241,2827,3798
04051656,3913,139,637,1322,989,515,229,630,13914,3114,264,3023,3813,2,3,1,2,2,261,3018,3809
04061757,36,4,5,11,5,4,3,45,150,43,18,38,28,12,21,4,10,8,2,7,8
05010102,4735,226,1201,1738,1322,196,46,44,14430,2905,409,2900,4725,31,36,21,36,42,357,2828,4652
05010103,4186,69,382,1451,1244,535,260,1961,16358,3329,1454,3299,4149,912,1153,127,237,254,415,1910,2983
05010204,1375,116,295,260,378,156,114,421,4883,1008,381,967,1309,334,377,11,24,22,36,566,953
05010205,1037,3,229,182,201,186,130,938,4459,974,556,972,1035,455,571,41,74,82,60,327,498
05010206,5224,131,901,2097,1267,535,180,882,17929,3827,899,3816,5209,623,724,59,104,118,217,2988,4468
05010207,5775,121,876,1740,2053,879,93,103,20361,3806,471,3792,5762,113,122,0,0,0,358,3670,5649
05010208,4413,13,378,2295,1437,242,36,96,14924,2641,549,2638,4410,1,1,5,9,10,543,2629,4399
05010209,3012,51,253,937,840,475,258,1549,12200,2548,1379,2514,2969,1056,1219,117,204,234,206,1091,1679
05010310,2261,136,324,1080,574,103,31,117,7138,1407,248,1377,2223,11,12,6,9,12,231,1355,2200
05010311,2463,95,850,789,495,204,17,97,7361,1706,222,1674,2404,70,94,3,4,6,149,1576,2328
05010312,3503,235,815,1344,816,243,40,78,10694,2286,277,2142,3297,4,4,3,5,6,270,2133,3287
05010313,3488,162,686,1316,935,293,59,291,11332,2392,341,2300,3372,12,12,7,12,14,322,2277,3346
05010314,6735,204,902,3099,1921,446,84,657,22380,4323,803,4126,6492,43,49,23,39,46,737,4039,6403
05010339,254,10,97,56,67,17,6,7,768,179,28,166,240,7,7,0,0,0,21,159,233
05020415,1526,4,43,190,368,464,281,1386,7524,1661,1345,1650,1515,1241,1422,79,142,158,25,86,116
05020416,1002,1,73,249,643,22,11,25,3667,601,490,600,1001,299,200,39,53,78,152,347,624
05020417,2741,75,281,462,688,620,364,1957,12016,2540,1615,2504,2692,1318,1531,165,292,330,132,681,1044
05020418,2068,166,212,793,493,176,181,351,7258,1485,471,1475,2057,297,363,21,38,42,153,1073,1718
05020419,3913,135,598,1658,1118,367,21,130,12868,2587,435,2586,3911,191,201,33,51,66,211,2334,3654
05020420,561,28,102,150,136,78,32,286,2094,470,199,464,555,129,163,14,26,28,56,275,398
05020521,1282,1,41,348,359,294,138,801,5662,1272,729,1265,1274,579,738,74,119,148,76,409,547
05020522,3440,0,677,969,1243,453,43,408,12164,2344,368,2337,3432,186,227,28,59,56,154,2051,3190
05020523,5439,21,983,1727,1955,631,75,410,19003,3839,490,3822,5422,221,248,20,38,40,249,3536,5161
05020524,3357,37,481,819,1018,437,303,2101,13632,2902,1376,2883,3332,1038,1299,122,224,244,216,1361,2050
05020625,4369,84,916,1590,1371,328,47,265,14357,2986,402,2956,4330,26,35,3,4,6,373,2917,4298
05020626,10336,215,1515,4660,2844,846,177,606,34499,6873,1158,6679,10000,82,93,11,19,22,1065,6567,9896
05020627,2160,22,423,879,575,191,50,148,7208,1513,277,1504,2151,104,130,14,26,28,159,1349,2019
05020628,1162,0,133,538,397,72,9,108,3990,779,114,777,1160,25,35,5,9,10,84,734,1125
05020629,2595,98,391,619,667,395,202,1810,10402,2471,957,2440,2561,665,872,99,215,198,193,1353,1698
05030730,2272,113,320,540,789,355,118,292,8304,1717,692,1706,2258,571,608,6,10,12,115,1088,1675
05030731,6468,203,1002,2802,1989,388,67,129,21040,3952,793,3895,6353,107,118,26,45,52,660,3731,6194
05030832,6099,330,912,2689,1246,688,165,525,20160,4199,775,4138,6013,205,222,9,16,18,561,3900,5790
05030833,235,8,134,71,15,4,2,7,588,156,32,151,229,5,5,1,1,2,26,145,222
05040934,1548,29,126,233,322,355,248,1873,7404,1767,1159,1733,1506,1017,1312,75,154,150,67,266,339
05040935,202,0,70,14,37,59,14,66,775,149,123,146,200,117,113,0,0,0,6,32,83
05040936,4438,43,232,424,937,1465,777,4407,21921,5146,3451,5102,4382,3111,4025,185,364,370,155,712,901
05040937,1026,4,25,122,323,315,115,1011,4988,1124,824,1100,1003,731,849,55,128,110,38,123,162
05040938,1603,4,25,127,369,463,361,2025,8417,1862,1225,1849,1586,1074,1408,75,148,150,76,293,362
06010102,4916,289,819,1605,1373,538,191,797,16867,3772,407,3581,4678,6,6,5,6,10,396,3569,4662
06010103,3342,72,500,1277,947,443,77,202,11570,2524,286,2491,3304,3,2,2,2,4,281,2487,3297
06010204,3836,428,666,1444,830,276,118,567,12067,2589,579,2568,3809,142,209,7,15,14,430,2343,3653
06010205,5428,240,1079,1902,1357,510,185,1229,18421,4086,729,4041,5364,204,304,34,67,68,491,3670,5092
06010206,4453,209,851,1652,1033,506,119,642,14885,3130,472,3110,4425,52,78,11,29,22,409,3003,4351
06010207,4491,160,709,1676,1334,413,120,598,15325,3253,501,3222,4443,35,59,16,34,32,450,3129,4376
06010208,3830,142,933,1233,885,423,132,650,12804,2807,367,2769,3774,16,28,14,28,28,337,2712,3730
06010209,5237,138,1040,1892,1616,439,79,256,17283,3633,477,3529,5133,5,3,0,0,0,472,3526,5128
06010210,2716,76,371,1125,770,270,81,167,9276,1883,263,1877,2708,1,1,1,2,2,261,1875,2705
06020301,2701,30,513,818,781,302,139,982,9960,2109,714,2103,2695,445,560,44,92,88,225,1452,2162
06020302,2929,201,375,951,745,359,143,1300,10737,2398,695,2334,2763,289,444,68,149,136,338,1741,2338
06020303,4307,174,943,1615,1303,234,22,130,13549,2741,526,2713,4269,36,40,8,11,16,482,2661,4217
06020304,4147,319,682,1590,1056,338,100,492,13459,2757,588,2719,4098,125,178,25,47,50,438,2494,3923
06020305,5984,601,913,1767,1861,576,159,834,19840,3993,883,3859,5508,379,525,16,33,32,488,3302,5097
06020306,3281,78,514,775,731,549,329,2445,13519,2939,1732,2906,3240,1355,1600,89,171,178,288,1135,1707
06020407,2465,105,678,483,903,286,6,35,8023,1585,108,1583,2463,9,11,3,6,6,96,1566,2448
06020408,3927,36,716,1389,1030,404,189,1263,14172,2878,974,2846,3891,567,698,61,119,122,346,2029,3202
06020409,4536,463,629,1352,1149,567,165,1766,15964,3611,929,3507,4333,379,562,68,173,136,482,2772,3818
06020410,3523,39,370,863,1037,599,293,2632,14901,3329,1206,3237,3418,681,963,153,313,306,372,1961,2431
06020411,3971,50,253,993,1126,812,400,2665,17164,3688,1795,3656,3943,1358,1665,151,283,302,286,1708,2283
06030501,2680,28,171,749,671,498,301,2070,11667,2551,1309,2520,2649,996,1232,76,148,152,237,1140,1501
06030502,3341,116,857,1158,842,286,42,341,10695,2129,568,2123,3334,186,226,25,41,50,357,1856,3098
06030503,6422,107,773,1854,2076,987,389,1899,24687,5200,991,5058,6268,211,325,68,147,136,712,4587,5921
06030504,5368,77,537,1218,1371,898,606,5306,23721,5345,2438,5304,5327,1668,2375,236,505,472,534,2424,3187
06030605,3797,271,598,954,1082,428,233,1859,14054,3161,651,3080,3652,207,343,40,104,80,404,2633,3365
06030606,2679,226,410,954,659,255,103,553,8990,1976,400,1944,2642,150,207,19,52,38,231,1685,2454
06030607,1463,254,78,230,456,265,139,325,5408,1089,344,990,1147,213,242,25,55,50,106,692,884
06030608,5601,224,455,867,1385,1281,784,4812,25196,5840,2977,5820,5585,2407,3300,191,365,382,379,2155,2796
06030609,6428,397,781,1935,1729,895,362,2668,23995,5393,1252,5295,6305,377,583,104,262,208,771,4451,5720
06030610,4109,68,386,1174,1000,669,327,4077,17746,4182,1243,4065,3999,599,1013,164,399,328,480,2653,3072
06040701,4961,191,513,985,1122,897,564,5877,22406,5498,2403,5317,4641,1833,2862,196,442,392,374,2014,2416
06040702,2210,14,154,189,744,547,352,1601,10313,2357,838,2348,2202,589,782,33,66,66,216,1500,1547
06040703,5505,607,772,886,1169,789,512,6345,22847,5562,2017,5284,4735,1309,2152,190,519,380,518,2613,3046
06040804,3795,55,279,665,897,738,537,5450,18558,4433,1784,4373,3746,1232,2001,160,398,320,392,1973,2194
06040805,2685,103,346,585,549,483,253,3087,11766,2741,1037,2657,2582,635,988,85,216,170,317,1453,1777
06040806,3803,35,558,1262,534,530,555,2600,15653,3203,1917,3199,3792,1418,1714,34,68,68,465,1416,2306
06040807,3022,90,322,900,694,376,264,3098,12772,2948,948,2635,2657,553,933,87,204,174,308,1498,1930
06040808,2114,124,193,382,660,484,194,614,8494,2075,347,2023,1995,132,247,5,18,10,210,1758,1853
06040809,2126,111,135,343,440,307,287,4272,10699,2727,944,2658,1991,660,1283,98,242,196,186,1133,1135
06040810,3544,228,347,636,739,580,320,6366,16972,4706,1400,4581,3295,937,2114,138,424,276,325,2043,2082
07010102,8771,548,2019,2841,1994,969,264,1059,28573,6363,518,6099,8286,9,13,1,1,2,508,6085,8275
07010103,5969,443,1176,1978,1470,596,192,947,19688,4447,385,4412,5935,4,3,2,4,4,379,4405,5927
07010104,7217,353,1851,2427,1856,558,122,388,22670,4948,502,4836,7086,8,8,4,5,8,490,4823,7070
07020201,6394,294,1210,2150,1659,629,273,1341,21924,4862,452,4820,6352,2,3,1,0,2,449,4816,6348
07020202,5713,616,1055,2029,1422,381,141,532,17784,3991,380,3822,5397,2,1,1,1,2,377,3820,5393
07020203,9610,373,2401,3285,2261,872,311,814,31114,7314,623,7110,9346,12,14,2,3,4,609,7094,9330
07020204,7637,649,1672,2736,1760,569,190,497,23723,5434,502,5268,7421,3,3,4,7,8,495,5258,7410
07030301,13376,374,1731,4356,3768,1967,800,2903,49514,11246,1137,11036,13152,28,44,20,53,40,1089,10939,13084
07030302,5035,207,791,1313,1448,795,328,1253,18716,4061,495,4008,4971,8,8,11,26,22,476,3974,4941
